################################################################################
PRED SEQ:	 b'file : donna york . jp ##g | a barge haul ##s coal in the louisville and portland canal , the only portion of the ohio river .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [4.0171268e-05, 1.207078e-05, 5.2669046e-05, 3.8631065e-06, 1.9486522e-06, 5.7645543e-06, 2.5253155e-06, 1.2879792e-05, 6.010363e-06, 2.1533027e-05, 0.00013642356, 0.00021155913, 9.888785e-06, 1.7632296e-06, 7.6799853e-07, 1.0662569e-06, 7.5847066e-07, 1.0002564e-06, 2.681404e-06, 9.865865e-07, 2.651578e-06, 0.00017704503, 0.99778146, 1.8198467e-05, 9.115615e-07, 1.0622022e-06, 2.3272821e-06, 1.3525412e-06, 1.0042814e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'in april 2009 a brazilian human rights group , torture never again , awarded the five its chico mendes medal , because their rights had been violated .'
GOLD SEQ: 	 b'in april 2009 a brazilian human rights group , torture never again , awarded the five its chico mendes medal , because their rights had been violated .'
PRED SEQ:	 b'in april 2009 a brazilian human rights group , torture never again , awarded the five its chico mendes medal , because their rights had been violated .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [9.272894e-06, 3.272822e-05, 9.164584e-06, 0.0003218904, 7.425191e-05, 0.0015208379, 1.1329782e-05, 0.00062738924, 2.5746683e-06, 0.0004259518, 1.3220706e-05, 7.0706546e-06, 1.5073409e-06, 0.00022606419, 8.144769e-05, 0.0011592419, 0.00034136823, 2.7698522e-06, 2.4044004e-06, 8.65305e-06, 4.4739722e-06, 0.949364, 0.004133042, 8.6146996e-05, 0.00021485392, 4.010211e-05, 0.0026144886, 1.276976e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'as of january 27 , 2006 , broke ##back mountain had grossed over $ 46 million in north america and more than $ 10 million .'
GOLD SEQ: 	 b'as of january 27 , 2006 , broke ##back mountain had grossed over $ 46 million in north america and more than $ 10 million .'
PRED SEQ:	 b'as of january 27 , 2006 , broke ##back mountain had grossed over $ 46 million in north america and more than $ 10 million .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.04480429, 0.006877857, 0.0006290465, 7.378409e-05, 5.7551348e-05, 0.00015313791, 5.5538956e-05, 0.0003247769, 0.0004394559, 0.00019414241, 0.45972288, 0.16514069, 0.12190664, 0.00083055766, 0.00040675874, 7.923462e-05, 6.180712e-05, 0.00028044244, 0.00019841846, 0.0050114323, 0.036045387, 0.001381227, 0.00035744344, 0.00060337567, 8.241358e-05, 0.0003165977, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'el ##aga ##bu ##lus engaged in frequent homosexual activities , such as pro ##stituting himself in drag and marrying an enslaved chariot driver .'
GOLD SEQ: 	 b'el ##aga ##bu ##lus engaged in frequent homosexual activities , such as pro ##stituting himself in drag and marrying an enslaved chariot driver .'
PRED SEQ:	 b'el ##aga ##bu ##lus engaged in frequent homosexual activities , such as pro ##stituting himself in drag and marrying an enslaved chariot driver .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0009260252, 0.00027475867, 0.00011149372, 4.324499e-05, 0.0078117554, 3.1171963e-05, 0.13745046, 0.40912843, 0.026498253, 1.7557643e-06, 1.1167286e-05, 3.7985858e-06, 0.013662561, 0.00806695, 0.0028542124, 0.0004484594, 0.1004453, 5.189621e-05, 0.0029729712, 0.00036290495, 0.019045776, 0.0017740862, 0.00060034805, 4.3280484e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'in the earliest models ( earlier than a macintosh ii ) , all it did was crash silently , without playing any music .'
GOLD SEQ: 	 b'in the earliest models ( earlier than a macintosh ii ) , all it did was crash silently , without playing any music .'
PRED SEQ:	 b'in the earliest models ( earlier than a macintosh ii ) , all it did was crash , without playing any music .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.009918613, 0.00037534285, 0.0042601535, 0.0005208758, 2.8439099e-05, 0.013003319, 0.01597546, 0.0033086373, 0.0011272728, 0.0008101827, 1.35933615e-05, 5.3600706e-05, 0.11139477, 0.018893493, 0.003310652, 0.003289999, 0.06509266, 0.26647833, 9.8821976e-05, 0.011328698, 0.0021216937, 0.09578366, 0.04042, 4.5841258e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'stone soup is an old folk story in which hungry strangers the local people of a town into sharing their food .'
GOLD SEQ: 	 b'stone soup is an old folk story in which hungry strangers the local people of a town into sharing their food .'
PRED SEQ:	 b'stone soup is an old folk story in which hungry the local people of a town into sharing their food .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.001180399, 0.0003788823, 0.00033426008, 0.002800048, 0.03417484, 0.013139541, 0.0018660617, 1.7475439e-05, 0.00021105241, 0.1910133, 0.636051, 0.005580915, 0.00033495677, 0.0004435583, 4.227115e-05, 7.8359844e-05, 0.00038255294, 0.00017310189, 3.9313254e-05, 0.00018590322, 4.723415e-05, 1.0022836e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'his 45 - year career is said to have been in place of any other studio head .'
GOLD SEQ: 	 b'his 45 - year career is said to have been in place of any other studio head .'
PRED SEQ:	 b'his 45 - year career is said to have been in place of any other studio head .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.036470234, 0.010956414, 0.0032584653, 0.0068098526, 0.008519008, 0.007619241, 0.55123144, 6.071014e-05, 0.00034890248, 0.00022685296, 2.909365e-05, 0.00031600517, 2.0524301e-05, 0.099196166, 0.09234774, 0.014536767, 0.079302326, 4.0782925e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'along came a band of missionaries , but they were all massacre ##d .'
GOLD SEQ: 	 b'along came a band of missionaries , but they were all massacre ##d .'
PRED SEQ:	 b'along came a band of missionaries , but they were all ##ega ##tion .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.2874315e-05, 0.00012567813, 5.224174e-06, 0.000105035804, 1.3894067e-06, 0.0001339268, 1.148729e-06, 1.6574266e-05, 4.9483815e-06, 4.185183e-05, 6.0089005e-05, 0.9985624, 0.99881065, 1.7001831e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 [['##ega', '##tion']]
################################################################################
IN SEQ: 	 b'another period of colon ##isation in ancient times was from the romans .'
GOLD SEQ: 	 b'another period of colon ##isation in ancient times was from the romans .'
PRED SEQ:	 b'another period of colon ##isation in ancient times was from the romans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0434733, 0.0014386025, 4.061246e-05, 0.04570838, 0.0709873, 3.9450297e-05, 0.0007961641, 7.928768e-05, 0.36649176, 0.25594944, 0.00019775647, 0.0049843835, 0.00011997895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'photo sequence of 2005 chicago ##land crash with ryan br ##is ##coe .'
GOLD SEQ: 	 b'photo sequence of 2005 chicago ##land crash with ryan br ##is ##coe .'
PRED SEQ:	 b'photo sequence of 2005 chicago ##land crash with ryan br ##is ##coe .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.15794241, 0.038643334, 0.000881342, 0.0044506355, 0.008575446, 0.003431141, 0.3778837, 0.081634216, 0.016293917, 0.009462194, 0.008368344, 0.015457708, 0.0012817871, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'israeli attempts to reduce gaza ##n civilian casualties'
GOLD SEQ: 	 b'israeli attempts to reduce gaza ##n civilian casualties'
PRED SEQ:	 b'israeli attempts to reduce gaza ##n civilian casualties'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.076715745, 0.61937064, 0.0012519313, 0.019553334, 0.0014822813, 0.00035442572, 0.14068626, 0.0011390233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"on halloween 1973 in dublin an ira member hi ##jack ##ed a helicopter and forced the pilot to land in the exercise yard of mount ##joy jail ' s d wing at 3 . 40 ##pm , october 31 1973 . three members of the ira were able to escape , j ##b o ' ha ##gan , seamus two ##me ##y and kevin mall ##on ."
GOLD SEQ: 	 b"on halloween 1973 in dublin an ira member hi ##jack ##ed a helicopter and forced the pilot to land in the exercise yard of mount ##joy jail ' s d wing at 3 . 40 ##pm , october 31 1973 . three members of the ira were able to escape , j ##b o ' ha ##gan , seamus two ##me ##y and kevin mall ##on ."
PRED SEQ:	 b"on halloween 1973 in dublin an ira member hi ##jack ##ed a helicopter and forced the pilot to land in the exercise yard of mount ##joy jail ' s d wing at 3 . 40 ##pm , october 31 1973 . three members of the ira were able to escape , j ##b o ' ha ##gan , seamus two ##me ##y and kevin mall ##on ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0008837571, 0.93811965, 4.2469626e-05, 6.215876e-05, 4.6273493e-05, 0.00018483477, 4.5287605e-05, 0.0060093296, 8.8285145e-05, 0.000104389364, 0.00017232129, 3.5739592e-06, 7.3714255e-06, 2.501492e-06, 0.008043169, 1.6394939e-06, 2.1668488e-06, 1.2466672e-06, 1.5840288e-06, 1.4177117e-06, 1.3828342e-06, 1.1489819e-05, 4.9979194e-06, 1.2653744e-06, 1.6970567e-06, 1.6382281e-06, 3.0171439e-06, 1.1035701e-06, 1.3506528e-06, 1.1459572e-05, 5.4646466e-06, 1.7433425e-06, 2.974841e-06, 1.9731697e-06, 2.1248652e-06, 3.5207959e-06, 1.235869e-06, 1.7182601e-06, 1.5710831e-06, 2.9019964e-06, 1.2639056e-06, 1.7543067e-05, 1.976705e-05, 1.5763765e-06, 2.7200501e-06, 0.00012429302, 5.2386777e-06, 0.0015217678, 1.2094896e-06, 0.0046387627, 1.0437157e-06, 5.5348914e-06, 4.257642e-06, 1.6933869e-06, 1.9455956e-06, 1.8587272e-06, 1.5209505e-06, 1.4974077e-06, 3.3939411e-06, 1.9295733e-06, 2.5788656e-06, 1.9181703e-06, 1.8537245e-06, 4.8873653e-06, 2.4858607e-06, 1.4134766e-06, 1.3542177e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'but , there was heavy grief of the family , two girls , hill ##ev ##i and da ##gny , died in a drowning accident in the summer of 1919 . of course the family was affected much by this .'
GOLD SEQ: 	 b'but , there was heavy grief of the family , two girls , hill ##ev ##i and da ##gny , died in a drowning accident in the summer of 1919 . of course the family was affected much by this .'
PRED SEQ:	 b'but , there was heavy grief of the family , two girls , hill ##ev ##i and da ##gny , died in a drowning accident in the summer of 1919 . of course the family was affected much by this .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
