################################################################################
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]
PRED DIST: 	 [0.044272143, 0.007544237, 3.6048754e-05, 0.0015776664, 5.744041e-06, 0.0013161454, 0.00029464572, 2.4999324e-06, 2.6145375e-05, 0.00010325807, 3.7366324e-06, 0.00012563786, 0.00020565219, 0.004871646, 0.00054120447, 0.066983536, 0.04139384, 0.29632342, 0.004778029, 0.00940388, 0.0003790337, 0.033375982, 5.869786e-05, 0.00034672196, 0.0005390407, 0.003050908, 6.3846666e-05, 0.0007057455, 1.7466642e-05, 0.00023978126, 0.0034754947, 0.0014196632, 7.669733e-06, 0.00023328084, 5.620831e-06, 0.003069633, 0.009046963, 0.00027513402, 0.018034564, 0.012088717, 1.8077471e-05, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'jesus of nazareth is possibly mentioned in two passages of the work the antiquities of the jews by the jewish historian joseph ##us , written in the late first century ad .'
GOLD SEQ: 	 b'jesus of nazareth is possibly mentioned in two passages of the work the antiquities of the jews by the jewish historian joseph ##us , written in the late first century ad .'
PRED SEQ:	 b'jesus of nazareth is possibly mentioned in two passages of the work the antiquities of the jews by the jewish historian joseph ##us , written in the late first century ad .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.00050988555, 1.9194902e-05, 0.0015870014, 0.0008375471, 0.7743512, 0.00088819076, 5.7271886e-06, 0.00045726076, 0.0009538498, 5.736711e-06, 2.5023677e-05, 0.0050899037, 2.3553739e-05, 1.8282137e-05, 1.4931466e-06, 2.257666e-06, 7.792675e-06, 0.00022232116, 0.0018805949, 0.13565692, 0.0033201487, 0.00047897978, 3.486121e-05, 3.7272862e-06, 0.009521802, 0.00015698819, 7.5160424e-05, 0.00017194837, 3.372204e-05, 6.8025984e-06, 9.7265925e-05, 2.8325828e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'mark o ##ate ##n ( born 8 march 1964 , watford ) is a politician in the united kingdom , and member of parliament for the winchester constituency .'
GOLD SEQ: 	 b'mark o ##ate ##n ( born 8 march 1964 , watford ) is a politician in the united kingdom , and member of parliament for the winchester constituency .'
PRED SEQ:	 b'mark o ##ate ##n ( born 8 march 1964 , watford ) is a politician in the united kingdom , and member of parliament for the winchester constituency .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.02884182, 0.0021677404, 0.019730004, 0.0031644145, 0.0001260491, 0.00046063948, 0.00010531994, 0.00011126664, 0.0006588763, 6.062497e-05, 0.02516939, 4.017403e-05, 0.00058127503, 0.13783354, 0.2089417, 0.006009708, 0.0035985026, 0.029163579, 0.0058121346, 0.0001841538, 0.0022757265, 0.00092678994, 3.8159982e-05, 0.00037165885, 0.00016217238, 0.00089502527, 0.003765528, 0.0027184088, 0.00030403506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the 51 day stand ##off and ensuing of 76 men , women , and children - - the branch david ##ians - - in wa ##co , texas .'
GOLD SEQ: 	 b'the 51 day stand ##off and ensuing of 76 men , women , and children - - the branch david ##ians - - in wa ##co , texas .'
PRED SEQ:	 b'the 51 day stand ##off and ensuing of 76 men , women , and children - - the branch david ##ians - - in wa ##co , texas .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.005786676, 0.004354734, 0.0044724164, 0.08844309, 0.17483774, 0.0059549576, 0.36825755, 0.0012293379, 0.0066261776, 0.015358793, 1.9053268e-05, 0.005742564, 9.886503e-06, 2.7812031e-05, 0.041706767, 0.007326114, 0.035359573, 0.06130855, 0.028428603, 0.021184565, 0.12626678, 0.0061031184, 0.0008083743, 0.0015800738, 0.0002633558, 5.2685475e-05, 6.255035e-06, 9.712809e-05, 5.0537325e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'file : donna york . jp ##g | a barge haul ##s coal in the louisville and portland canal , the only portion of the ohio river .'
GOLD SEQ: 	 b'file : donna york . jp ##g | a barge haul ##s coal in the louisville and portland canal , the only portion of the ohio river .'
PRED SEQ:	 b'file : donna york . jp ##g | a barge haul ##s coal in the louisville and portland canal , the only portion of the ohio river .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.026900092, 0.009982713, 0.05429083, 0.00061260135, 0.000114447685, 0.00095390977, 0.00019594243, 0.004231258, 0.0038186274, 0.009496741, 0.106167324, 0.19788797, 0.013590675, 0.0003979535, 6.105309e-06, 1.3487217e-05, 3.9909146e-06, 9.668322e-06, 0.00029148674, 1.0624469e-05, 0.00031008915, 0.33546594, 0.0016554222, 1.6103084e-05, 3.2607593e-05, 0.00036433886, 5.8093214e-05, 1.5607367e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'in april 2009 a brazilian human rights group , torture never again , awarded the five its chico mendes medal , because their rights had been violated .'
GOLD SEQ: 	 b'in april 2009 a brazilian human rights group , torture never again , awarded the five its chico mendes medal , because their rights had been violated .'
PRED SEQ:	 b'in april 2009 a brazilian human rights group , torture never again , awarded the five its chico mendes medal , because their rights had been violated .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [9.272894e-06, 3.272822e-05, 9.164584e-06, 0.0003218904, 7.425191e-05, 0.0015208379, 1.1329782e-05, 0.00062738924, 2.5746683e-06, 0.0004259518, 1.3220706e-05, 7.0706546e-06, 1.5073409e-06, 0.00022606419, 8.144769e-05, 0.0011592419, 0.00034136823, 2.7698522e-06, 2.4044004e-06, 8.65305e-06, 4.4739722e-06, 0.949364, 0.004133042, 8.6146996e-05, 0.00021485392, 4.010211e-05, 0.0026144886, 1.276976e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'as of january 27 , 2006 , broke ##back mountain had grossed over $ 46 million in north america and more than $ 10 million .'
GOLD SEQ: 	 b'as of january 27 , 2006 , broke ##back mountain had grossed over $ 46 million in north america and more than $ 10 million .'
PRED SEQ:	 b'as of january 27 , 2006 , broke ##back mountain had grossed over $ 46 million in north america and more than $ 10 million .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.04480429, 0.006877857, 0.0006290465, 7.378409e-05, 5.7551348e-05, 0.00015313791, 5.5538956e-05, 0.0003247769, 0.0004394559, 0.00019414241, 0.45972288, 0.16514069, 0.12190664, 0.00083055766, 0.00040675874, 7.923462e-05, 6.180712e-05, 0.00028044244, 0.00019841846, 0.0050114323, 0.036045387, 0.001381227, 0.00035744344, 0.00060337567, 8.241358e-05, 0.0003165977, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'el ##aga ##bu ##lus engaged in frequent homosexual activities , such as pro ##stituting himself in drag and marrying an enslaved chariot driver .'
GOLD SEQ: 	 b'el ##aga ##bu ##lus engaged in frequent homosexual activities , such as pro ##stituting himself in drag and marrying an enslaved chariot driver .'
PRED SEQ:	 b'el ##aga ##bu ##lus engaged in frequent homosexual activities , such as pro ##stituting himself in drag and marrying an enslaved chariot driver .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0009260252, 0.00027475867, 0.00011149372, 4.324499e-05, 0.0078117554, 3.1171963e-05, 0.13745046, 0.40912843, 0.026498253, 1.7557643e-06, 1.1167286e-05, 3.7985858e-06, 0.013662561, 0.00806695, 0.0028542124, 0.0004484594, 0.1004453, 5.189621e-05, 0.0029729712, 0.00036290495, 0.019045776, 0.0017740862, 0.00060034805, 4.3280484e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'in the earliest models ( earlier than a macintosh ii ) , all it did was crash , without playing any music .'
GOLD SEQ: 	 b'in the earliest models ( earlier than a macintosh ii ) , all it did was crash , without playing any music .'
PRED SEQ:	 b'in the earliest models ( earlier than a macintosh ii ) , all it did was crash , without playing any music .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.008442904, 0.00030746302, 0.002698522, 0.00040359658, 2.1174867e-05, 0.010671423, 0.0076508573, 0.0016007631, 0.0009193457, 0.00053453795, 1.0229088e-05, 4.404342e-05, 0.11734886, 0.0505114, 0.010453611, 0.01121129, 0.36641815, 9.94256e-05, 0.013535281, 0.0025476494, 0.11284932, 0.031143459, 3.9255563e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'stone soup is an old folk story in which the local people of a town into sharing their food .'
GOLD SEQ: 	 b'stone soup is an old folk story in which the local people of a town into sharing their food .'
PRED SEQ:	 b'stone soup is an old folk story in which the local people of a town into sharing their food .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0078110103, 0.00466466, 0.002607165, 0.02885428, 0.3867361, 0.09915935, 0.06299606, 0.0001668606, 0.00060789625, 0.0005644358, 0.0036719192, 0.009673423, 0.0009243987, 0.0020970432, 0.019261034, 0.36913288, 0.0012127351, 0.0046834666, 0.00092619547, 6.298716e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'his 45 - year career is said to have been in place of any other studio head .'
GOLD SEQ: 	 b'his 45 - year career is said to have been in place of any other studio head .'
PRED SEQ:	 b'his 45 - year career is said to have been in place of any other studio head .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.036470234, 0.010956414, 0.0032584653, 0.0068098526, 0.008519008, 0.007619241, 0.55123144, 6.071014e-05, 0.00034890248, 0.00022685296, 2.909365e-05, 0.00031600517, 2.0524301e-05, 0.099196166, 0.09234774, 0.014536767, 0.079302326, 4.0782925e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'along came a band of missionaries , but they were all ##ega ##tion .'
GOLD SEQ: 	 b'along came a band of missionaries , but they were all ##ega ##tion .'
PRED SEQ:	 b'along came a band of missionaries , but they were all ##ega ##tion .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.008609067, 0.058596954, 0.0013570077, 0.031600323, 3.7931008e-05, 0.08476098, 3.0436444e-05, 0.024279812, 0.013265016, 0.44054964, 0.12174913, 0.09800787, 0.19379936, 0.0001344122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'another period of colon ##isation in ancient times was from the romans .'
GOLD SEQ: 	 b'another period of colon ##isation in ancient times was from the romans .'
PRED SEQ:	 b'another period of colon ##isation in ancient times was from the romans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0434733, 0.0014386025, 4.061246e-05, 0.04570838, 0.0709873, 3.9450297e-05, 0.0007961641, 7.928768e-05, 0.36649176, 0.25594944, 0.00019775647, 0.0049843835, 0.00011997895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'photo sequence of 2005 chicago ##land crash with ryan br ##is ##coe .'
GOLD SEQ: 	 b'photo sequence of 2005 chicago ##land crash with ryan br ##is ##coe .'
PRED SEQ:	 b'photo sequence of 2005 chicago ##land crash with ryan br ##is ##coe .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.15794241, 0.038643334, 0.000881342, 0.0044506355, 0.008575446, 0.003431141, 0.3778837, 0.081634216, 0.016293917, 0.009462194, 0.008368344, 0.015457708, 0.0012817871, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'israeli attempts to reduce gaza ##n civilian casualties'
GOLD SEQ: 	 b'israeli attempts to reduce gaza ##n civilian casualties'
PRED SEQ:	 b'israeli attempts to reduce gaza ##n civilian casualties'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.076715745, 0.61937064, 0.0012519313, 0.019553334, 0.0014822813, 0.00035442572, 0.14068626, 0.0011390233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"on halloween 1973 in dublin an ira member hi ##jack ##ed a helicopter and forced the pilot to land in the exercise yard of mount ##joy jail ' s d wing at 3 . 40 ##pm , october 31 1973 . three members of the ira were able to escape , j ##b o ' ha ##gan , seamus two ##me ##y and kevin mall ##on ."
GOLD SEQ: 	 b"on halloween 1973 in dublin an ira member hi ##jack ##ed a helicopter and forced the pilot to land in the exercise yard of mount ##joy jail ' s d wing at 3 . 40 ##pm , october 31 1973 . three members of the ira were able to escape , j ##b o ' ha ##gan , seamus two ##me ##y and kevin mall ##on ."
PRED SEQ:	 b"on halloween 1973 in dublin an ira member hi ##jack ##ed a helicopter and forced the pilot to land in the exercise yard of mount ##joy jail ' s d wing at 3 . 40 ##pm , october 31 1973 . three members of the ira were able to escape , j ##b o ' ha ##gan , seamus two ##me ##y and kevin mall ##on ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0008837571, 0.93811965, 4.2469626e-05, 6.215876e-05, 4.6273493e-05, 0.00018483477, 4.5287605e-05, 0.0060093296, 8.8285145e-05, 0.000104389364, 0.00017232129, 3.5739592e-06, 7.3714255e-06, 2.501492e-06, 0.008043169, 1.6394939e-06, 2.1668488e-06, 1.2466672e-06, 1.5840288e-06, 1.4177117e-06, 1.3828342e-06, 1.1489819e-05, 4.9979194e-06, 1.2653744e-06, 1.6970567e-06, 1.6382281e-06, 3.0171439e-06, 1.1035701e-06, 1.3506528e-06, 1.1459572e-05, 5.4646466e-06, 1.7433425e-06, 2.974841e-06, 1.9731697e-06, 2.1248652e-06, 3.5207959e-06, 1.235869e-06, 1.7182601e-06, 1.5710831e-06, 2.9019964e-06, 1.2639056e-06, 1.7543067e-05, 1.976705e-05, 1.5763765e-06, 2.7200501e-06, 0.00012429302, 5.2386777e-06, 0.0015217678, 1.2094896e-06, 0.0046387627, 1.0437157e-06, 5.5348914e-06, 4.257642e-06, 1.6933869e-06, 1.9455956e-06, 1.8587272e-06, 1.5209505e-06, 1.4974077e-06, 3.3939411e-06, 1.9295733e-06, 2.5788656e-06, 1.9181703e-06, 1.8537245e-06, 4.8873653e-06, 2.4858607e-06, 1.4134766e-06, 1.3542177e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'but , there was heavy grief of the family , two girls , hill ##ev ##i and da ##gny , died in a drowning accident in the summer of 1919 . of course the family was affected much by this .'
GOLD SEQ: 	 b'but , there was heavy grief of the family , two girls , hill ##ev ##i and da ##gny , died in a drowning accident in the summer of 1919 . of course the family was affected much by this .'
PRED SEQ:	 b'but , there was heavy grief of the family , two girls , hill ##ev ##i and da ##gny , died in a drowning accident in the summer of 1919 . of course the family was affected much by this .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
