==================
SIM GOLD:   0.8033
SIM IN:     0.8269
==================
       GOLD |  IN
0484 - 0.80 | 0.81
0485 - 0.94 | 0.96
0486 - 0.96 | 0.99
0487 - 0.69 | 0.71
0488 - 0.36 | 0.43
0489 - 0.76 | 0.78
0490 - 0.94 | 0.97
0491 - 0.76 | 0.79
0492 - 0.84 | 0.86
0493 - 0.97 | 1.00
0494 - 0.43 | 0.49
0495 - 0.70 | 0.72
0496 - 0.67 | 0.67
0497 - 0.63 | 0.70
0498 - 0.91 | 0.94
0499 - 0.96 | 0.98
0500 - 0.74 | 0.74
0501 - 0.68 | 0.68
0502 - 0.95 | 0.97
0503 - 0.85 | 0.85
0504 - 0.61 | 0.62
0505 - 0.87 | 0.93
0506 - 0.93 | 0.96
0507 - 0.67 | 0.67
0508 - 0.85 | 0.88
0509 - 0.73 | 0.79
0510 - 0.90 | 0.94
0511 - 0.85 | 0.88
0512 - 0.64 | 0.64
0513 - 0.88 | 0.89
0514 - 0.70 | 0.69
0515 - 0.79 | 0.78
0516 - 0.90 | 0.95
0517 - 0.95 | 0.96
0518 - 0.94 | 0.96
0519 - 0.87 | 0.88
0520 - 0.95 | 0.97
0521 - 0.77 | 0.74
0522 - 0.90 | 0.90
0523 - 0.93 | 0.94
0524 - 0.87 | 0.89
0525 - 0.92 | 1.00
0526 - 0.86 | 0.88
0527 - 0.81 | 0.82
0528 - 0.91 | 1.00
0529 - 0.95 | 0.96
0530 - 0.81 | 0.91
0531 - 0.99 | 0.99
0532 - 0.85 | 0.86
0533 - 0.69 | 0.69
0534 - 0.85 | 0.86
0535 - 0.96 | 0.98
0536 - 0.81 | 0.85
0537 - 0.63 | 0.65
0538 - 0.54 | 0.55
0539 - 0.87 | 0.88
0540 - 0.94 | 1.00
0541 - 0.90 | 0.95
0542 - 0.91 | 0.92
0543 - 0.90 | 0.88
0544 - 0.82 | 0.83
0545 - 0.73 | 0.74
0546 - 0.78 | 0.85
0547 - 0.87 | 0.89
0548 - 0.76 | 0.75
0549 - 0.62 | 0.67
0550 - 0.81 | 0.85
0551 - 0.56 | 0.66
0552 - 0.92 | 0.93
0553 - 0.72 | 0.81
0554 - 0.89 | 1.00
0555 - 0.60 | 0.61
0556 - 0.62 | 0.62
0557 - 0.98 | 1.00
0558 - 0.91 | 0.92
0559 - 0.83 | 0.84
0560 - 0.94 | 1.00
0561 - 0.85 | 0.94
0562 - 0.93 | 0.92
0563 - 0.84 | 0.85
0564 - 0.52 | 0.60
0565 - 0.90 | 0.95
0566 - 0.97 | 0.98
0567 - 0.84 | 0.84
0568 - 0.76 | 0.77
0569 - 0.85 | 0.87
0570 - 0.81 | 0.84
0571 - 0.93 | 0.94
0572 - 0.71 | 0.82
0573 - 0.98 | 1.00
0574 - 0.72 | 0.84
0575 - 0.95 | 0.97
0576 - 0.66 | 0.69
0577 - 0.72 | 0.82
0578 - 0.85 | 0.85
0579 - 0.96 | 0.96
0580 - 0.96 | 0.99
0581 - 0.76 | 0.76
0582 - 0.86 | 0.86
0583 - 0.54 | 0.57
0584 - 0.97 | 0.98
0585 - 0.51 | 0.53
0586 - 0.91 | 0.94
0587 - 0.61 | 0.61
0588 - 0.86 | 0.86
0589 - 0.61 | 0.70
0590 - 0.69 | 0.69
0591 - 0.94 | 0.96
0592 - 0.83 | 0.88
0593 - 0.92 | 0.94
0594 - 0.73 | 0.73
0595 - 0.82 | 0.82
0596 - 0.90 | 0.93
0597 - 0.65 | 0.74
0598 - 0.73 | 0.73
0599 - 0.59 | 0.61
0600 - 0.96 | 0.90
0601 - 0.90 | 0.93
0602 - 0.84 | 0.82
0603 - 0.90 | 0.92
0604 - 0.96 | 0.97
0605 - 0.86 | 0.87
0606 - 0.66 | 0.70
0607 - 0.73 | 0.73
0608 - 0.68 | 0.68
0609 - 0.50 | 0.53
0610 - 0.80 | 0.83
0611 - 0.90 | 0.91
0612 - 0.88 | 1.00
0613 - 0.67 | 0.91
0614 - 0.91 | 0.93
0615 - 0.89 | 0.88
0616 - 0.71 | 0.70
0617 - 0.99 | 0.99
0618 - 0.86 | 0.84
0619 - 0.94 | 0.96
0620 - 0.69 | 0.70
0621 - 0.72 | 0.71
0622 - 0.68 | 0.67
0623 - 0.67 | 0.73
0624 - 0.95 | 0.97
0625 - 0.80 | 0.77
0626 - 0.92 | 0.93
0627 - 0.90 | 0.97
0628 - 0.61 | 0.62
0629 - 0.76 | 0.75
0630 - 0.74 | 0.74
0631 - 0.51 | 0.54
0632 - 0.79 | 0.80
0633 - 0.78 | 0.79
0634 - 0.95 | 0.98
0635 - 0.53 | 0.55
0636 - 0.81 | 0.85
0637 - 0.70 | 0.71
0638 - 0.93 | 1.00
0639 - 0.78 | 0.81
0640 - 0.77 | 0.73
0641 - 0.92 | 0.92
0642 - 0.73 | 0.73
0643 - 0.90 | 0.95
0644 - 0.60 | 0.80
0645 - 0.91 | 0.93
0646 - 0.75 | 0.76
0647 - 0.78 | 0.78
0648 - 0.85 | 0.82
0649 - 0.95 | 0.93
0650 - 0.57 | 0.62
0651 - 0.90 | 0.95
0652 - 0.80 | 0.76
0653 - 0.97 | 1.00
0654 - 0.84 | 0.89
0655 - 0.98 | 0.94
0656 - 0.96 | 1.00
0657 - 0.80 | 0.82
0658 - 0.75 | 0.70
0659 - 0.87 | 0.88
0660 - 0.97 | 0.99
0661 - 0.95 | 1.00
0662 - 0.98 | 0.99
0663 - 0.90 | 0.94
0664 - 0.73 | 0.74
0665 - 0.74 | 0.78
0666 - 0.76 | 0.76
0667 - 0.99 | 1.00
0668 - 0.93 | 0.94
0669 - 0.54 | 0.56
0670 - 0.72 | 0.74
0671 - 0.79 | 0.86
0672 - 0.66 | 0.71
0673 - 0.89 | 0.92
0674 - 0.95 | 0.96
0675 - 0.79 | 0.80
0676 - 0.83 | 0.86
0677 - 0.85 | 0.86
0678 - 0.71 | 0.74
0679 - 0.56 | 0.58
0680 - 0.75 | 0.78
0681 - 0.90 | 0.92
0682 - 0.59 | 0.63
0683 - 0.66 | 0.66
0684 - 0.62 | 0.71
0685 - 0.83 | 0.81
0686 - 0.68 | 0.69
0687 - 0.68 | 0.69
0688 - 0.90 | 0.89
0689 - 0.82 | 0.86
0690 - 0.88 | 0.89
0691 - 0.66 | 0.69
0692 - 0.74 | 0.71
0693 - 0.97 | 0.98
0694 - 0.95 | 0.97
0695 - 0.95 | 0.91
0696 - 0.87 | 0.87
0697 - 0.85 | 0.86
0698 - 0.88 | 0.90
0699 - 0.74 | 0.75
0700 - 0.88 | 0.91
0701 - 0.81 | 0.82
0702 - 0.89 | 0.92
0703 - 0.94 | 0.96
0704 - 0.81 | 0.73
0705 - 0.95 | 0.98
0706 - 0.81 | 0.81
0707 - 0.99 | 1.00
0708 - 0.96 | 0.97
0709 - 0.98 | 1.00
0710 - 0.89 | 0.95
0711 - 0.82 | 0.81
0712 - 0.87 | 0.88
0713 - 0.90 | 0.92
0714 - 0.81 | 0.81
0715 - 0.68 | 0.66
0716 - 0.89 | 0.90
0717 - 0.82 | 0.85
0718 - 0.97 | 1.00
0719 - 0.96 | 0.98
0720 - 0.48 | 0.49
0721 - 0.76 | 0.78
0722 - 0.86 | 0.89
0723 - 0.94 | 0.94
0724 - 0.54 | 0.56
0725 - 0.64 | 0.64
0726 - 0.98 | 1.00
0727 - 0.95 | 1.00
0728 - 0.77 | 0.81
0729 - 0.70 | 0.69
0730 - 0.66 | 0.69
0731 - 0.87 | 0.93
0732 - 0.73 | 0.72
0733 - 0.56 | 0.55
0734 - 0.70 | 0.70
0735 - 0.83 | 0.85
0736 - 0.63 | 0.62
0737 - 0.85 | 0.86
0738 - 0.85 | 0.86
0739 - 0.73 | 0.67
0740 - 0.97 | 0.98
0741 - 0.97 | 0.97
0742 - 0.90 | 0.96
0743 - 0.52 | 0.52
0744 - 0.76 | 0.80
0745 - 0.86 | 0.88
0746 - 0.68 | 0.70
0747 - 0.46 | 0.45
0748 - 0.93 | 0.94
0749 - 0.77 | 0.79
0750 - 0.68 | 0.68
0751 - 0.96 | 1.00
0752 - 0.56 | 0.59
0753 - 0.86 | 0.91
0754 - 0.97 | 0.96
0755 - 0.46 | 0.50
0756 - 0.86 | 0.88
0757 - 0.81 | 0.86
0758 - 0.78 | 0.80
0759 - 0.84 | 0.83
0760 - 0.74 | 0.78
0761 - 0.88 | 0.88
0762 - 0.93 | 0.94
0763 - 0.89 | 0.90
0764 - 0.95 | 0.96
0765 - 0.91 | 1.00
0766 - 0.85 | 0.88
0767 - 0.68 | 0.76
0768 - 0.96 | 0.97
0769 - 0.90 | 0.94
0770 - 0.89 | 0.90
0771 - 0.97 | 0.99
0772 - 0.87 | 0.89
0773 - 0.80 | 0.82
0774 - 0.53 | 0.52
0775 - 0.77 | 0.79
0776 - 0.64 | 0.67
0777 - 0.92 | 0.94
0778 - 0.94 | 0.95
0779 - 0.57 | 0.65
0780 - 0.90 | 0.91
0781 - 0.87 | 0.95
0782 - 0.96 | 0.96
0783 - 0.79 | 0.79
0784 - 0.74 | 0.74
0785 - 0.69 | 0.78
0786 - 0.78 | 0.83
0787 - 0.67 | 0.69
0788 - 0.90 | 1.00
0789 - 0.93 | 0.95
0790 - 0.97 | 1.00
0791 - 0.64 | 0.63
0792 - 0.92 | 0.93
0793 - 0.63 | 0.81
0794 - 0.92 | 0.95
0795 - 0.41 | 0.41
0796 - 0.88 | 0.89
0797 - 0.75 | 0.74
0798 - 0.71 | 0.72
0799 - 0.93 | 0.98
0800 - 0.88 | 0.98
0801 - 0.92 | 0.96
0802 - 0.88 | 1.00
0803 - 0.78 | 0.89
0804 - 0.95 | 0.97
0805 - 0.60 | 0.61
0806 - 0.92 | 0.92
0807 - 0.73 | 0.74
0808 - 0.74 | 0.71
0809 - 0.70 | 0.70
0810 - 0.89 | 0.92
0811 - 0.83 | 0.82
0812 - 0.89 | 0.93
0813 - 0.94 | 0.94
0814 - 0.75 | 0.76
0815 - 0.93 | 0.95
0816 - 0.86 | 0.83
0817 - 0.65 | 0.81
0818 - 0.87 | 0.87
0819 - 0.70 | 0.71
0820 - 0.86 | 0.90
0821 - 0.94 | 0.99
0822 - 0.93 | 0.99
0823 - 0.70 | 0.68
0824 - 0.88 | 0.94
0825 - 0.89 | 0.91
0826 - 0.60 | 0.58
0827 - 0.90 | 0.89
0828 - 0.75 | 0.75
0829 - 0.90 | 0.90
0830 - 0.79 | 0.82
0831 - 0.93 | 0.95
0832 - 0.51 | 0.51
0833 - 0.98 | 0.99
0834 - 0.72 | 0.72
0835 - 0.96 | 0.97
0836 - 0.83 | 0.83
0837 - 0.94 | 0.94
0838 - 0.74 | 0.74
0839 - 0.63 | 0.63
0840 - 0.68 | 0.76
0841 - 0.93 | 0.96
0842 - 0.95 | 0.97
0843 - 0.58 | 0.58
0844 - 0.88 | 0.93
0845 - 0.94 | 0.97
0846 - 0.73 | 0.76
0847 - 0.87 | 0.92
0848 - 0.66 | 0.70
0849 - 0.91 | 0.95
0850 - 0.90 | 0.92
0851 - 0.87 | 0.99
0852 - 0.91 | 0.91
0853 - 0.53 | 0.57
0854 - 0.27 | 0.24
0855 - 0.85 | 0.86
0856 - 0.94 | 1.00
0857 - 0.97 | 0.98
0858 - 0.81 | 0.85
0859 - 0.98 | 1.00
0860 - 0.67 | 0.69
0861 - 0.93 | 1.00
0862 - 0.99 | 0.82
0863 - 0.57 | 0.59
0864 - 0.84 | 0.85
0865 - 0.75 | 0.75
0866 - 0.89 | 0.94
0867 - 0.86 | 0.88
0868 - 0.82 | 0.78
0869 - 0.80 | 0.81
0870 - 0.95 | 0.97
0871 - 1.00 | 0.98
0872 - 0.94 | 0.95
0873 - 0.89 | 0.91
0874 - 0.97 | 0.98
0875 - 0.90 | 0.90
0876 - 0.77 | 0.79
0877 - 0.88 | 0.91
0878 - 0.79 | 0.80
0879 - 0.69 | 0.71
0880 - 0.92 | 0.94
0881 - 0.66 | 0.63
0882 - 0.81 | 0.81
0883 - 0.87 | 0.88
0884 - 0.83 | 0.84
0885 - 0.62 | 0.62
0886 - 0.96 | 0.96
0887 - 0.89 | 0.93
0888 - 0.68 | 0.77
0889 - 0.88 | 0.88
0890 - 0.98 | 0.98
0891 - 0.79 | 0.79
0892 - 0.83 | 0.84
0893 - 0.94 | 0.95
0894 - 0.94 | 0.99
0895 - 0.93 | 0.95
0896 - 0.92 | 0.93
0897 - 0.97 | 0.98
0898 - 0.64 | 0.73
0899 - 0.96 | 0.96
0900 - 0.81 | 0.80
0901 - 0.84 | 0.85
0902 - 0.84 | 0.91
0903 - 0.88 | 0.89
0904 - 0.62 | 0.60
0905 - 0.64 | 0.67
0906 - 0.98 | 1.00
0907 - 0.86 | 0.90
0908 - 1.00 | 0.90
0909 - 0.80 | 0.80
0910 - 0.64 | 0.69
0911 - 0.74 | 0.76
0912 - 0.94 | 1.00
0913 - 0.77 | 0.77
0914 - 0.65 | 0.72
0915 - 0.83 | 0.87
0916 - 0.59 | 0.60
0917 - 0.87 | 1.00
0918 - 0.83 | 0.84
0919 - 0.89 | 0.91
0920 - 0.78 | 0.96
0921 - 0.86 | 0.95
0922 - 0.87 | 0.89
0923 - 0.98 | 1.00
0924 - 0.90 | 0.93
0925 - 0.95 | 0.97
0926 - 0.95 | 0.99
0927 - 0.87 | 0.91
