==================
SIM GOLD:   0.9080
SIM IN:     0.9401
==================
       GOLD |  IN
0072 - 0.95 | 0.99
0073 - 0.98 | 1.00
0074 - 0.95 | 0.96
0075 - 0.97 | 0.99
0076 - 0.86 | 0.88
0077 - 0.88 | 0.91
0078 - 0.87 | 0.87
0079 - 0.93 | 0.95
0080 - 0.99 | 1.00
0081 - 0.92 | 1.00
0082 - 0.82 | 0.85
0083 - 0.96 | 1.00
0084 - 0.90 | 0.91
0085 - 0.94 | 0.98
0086 - 0.82 | 0.83
0087 - 0.85 | 0.88
0088 - 0.94 | 0.96
0089 - 0.94 | 1.00
0090 - 0.76 | 0.81
0091 - 0.98 | 1.00
0092 - 0.86 | 0.93
0093 - 0.88 | 0.93
0094 - 0.87 | 0.90
0095 - 0.83 | 0.82
0096 - 0.79 | 0.88
0097 - 0.91 | 0.93
0098 - 0.55 | 0.54
0099 - 0.88 | 0.93
0100 - 0.85 | 0.91
0101 - 0.92 | 1.00
0102 - 0.94 | 1.00
0103 - 0.94 | 0.95
0104 - 0.93 | 1.00
0105 - 0.40 | 0.84
0106 - 0.95 | 0.98
0107 - 0.97 | 1.00
0108 - 0.87 | 0.88
0109 - 0.95 | 0.99
0110 - 0.93 | 0.95
0111 - 1.00 | 0.96
0112 - 0.86 | 0.88
0113 - 0.79 | 0.83
0114 - 0.93 | 0.98
0115 - 0.84 | 0.84
0116 - 0.99 | 1.00
0117 - 0.98 | 1.00
0118 - 0.92 | 0.95
0119 - 0.94 | 0.95
0120 - 0.73 | 0.95
0121 - 0.87 | 0.89
0122 - 0.90 | 0.92
0123 - 0.89 | 0.90
0124 - 0.93 | 1.00
0125 - 0.90 | 0.91
0126 - 0.84 | 0.84
0127 - 0.90 | 0.95
0128 - 0.96 | 0.99
0129 - 0.77 | 0.77
0130 - 0.94 | 0.96
0131 - 0.99 | 1.00
0132 - 0.76 | 0.78
0133 - 0.94 | 0.94
0134 - 0.95 | 1.00
0135 - 0.97 | 0.98
0136 - 0.87 | 0.87
0137 - 0.80 | 0.83
0138 - 0.83 | 0.87
0139 - 0.87 | 1.00
0140 - 0.84 | 0.88
0141 - 0.94 | 0.97
0142 - 0.96 | 1.00
0143 - 0.99 | 1.00
0144 - 0.95 | 0.96
0145 - 0.92 | 0.98
0146 - 0.93 | 0.98
0147 - 0.92 | 0.95
0148 - 0.82 | 0.82
0149 - 0.95 | 0.97
0150 - 0.32 | 0.31
0151 - 0.87 | 0.89
0152 - 0.85 | 0.92
0153 - 0.88 | 0.93
0154 - 0.93 | 0.98
0155 - 0.98 | 1.00
0156 - 0.59 | 0.59
0157 - 0.94 | 0.96
0158 - 0.83 | 0.99
0159 - 0.96 | 0.96
0160 - 0.83 | 0.85
0161 - 0.96 | 0.97
0162 - 0.91 | 0.92
0163 - 0.84 | 0.82
0164 - 0.72 | 0.73
0165 - 0.77 | 0.84
0166 - 0.97 | 1.00
0167 - 0.91 | 0.97
0168 - 0.85 | 0.86
0169 - 0.98 | 0.99
0170 - 0.98 | 1.00
0171 - 0.99 | 1.00
0172 - 0.86 | 0.85
0173 - 0.89 | 0.95
0174 - 0.96 | 0.97
0175 - 0.98 | 1.00
0176 - 0.96 | 1.00
0177 - 0.99 | 1.00
0178 - 0.96 | 0.99
0179 - 0.94 | 0.99
0180 - 0.85 | 0.92
0181 - 0.90 | 0.93
0182 - 0.95 | 0.98
0183 - 0.99 | 1.00
0184 - 0.94 | 1.00
0185 - 0.96 | 0.99
0186 - 0.78 | 0.81
0187 - 0.87 | 0.89
0188 - 0.79 | 0.83
0189 - 0.94 | 0.98
0190 - 0.97 | 0.98
0191 - 0.87 | 0.87
0192 - 0.97 | 0.98
0193 - 0.65 | 0.66
0194 - 0.97 | 0.98
0195 - 0.87 | 0.96
0196 - 0.98 | 0.99
0197 - 0.91 | 0.93
0198 - 0.95 | 0.99
0199 - 0.68 | 0.73
0200 - 0.66 | 0.67
0201 - 0.98 | 1.00
0202 - 0.95 | 0.97
0203 - 0.98 | 1.00
0204 - 0.93 | 0.96
0205 - 0.70 | 0.70
0206 - 0.99 | 1.00
0207 - 0.98 | 1.00
0208 - 0.97 | 0.97
0209 - 0.91 | 1.00
0210 - 0.91 | 1.00
0211 - 0.93 | 0.99
0212 - 0.89 | 0.87
0213 - 0.92 | 0.93
0214 - 0.82 | 0.85
0215 - 0.95 | 0.97
0216 - 0.95 | 0.99
0217 - 0.96 | 1.00
0218 - 0.97 | 1.00
0219 - 0.98 | 0.99
0220 - 0.86 | 0.92
0221 - 0.95 | 0.98
0222 - 0.95 | 1.00
0223 - 0.66 | 0.90
0224 - 0.77 | 0.81
0225 - 0.91 | 0.92
0226 - 0.93 | 0.99
0227 - 0.92 | 0.95
0228 - 0.94 | 1.00
0229 - 0.92 | 0.94
0230 - 0.98 | 1.00
0231 - 0.99 | 1.00
0232 - 0.96 | 0.98
0233 - 0.54 | 0.61
0234 - 0.94 | 0.98
0235 - 0.93 | 1.00
0236 - 0.78 | 0.81
0237 - 0.82 | 0.86
0238 - 0.97 | 0.98
0239 - 0.97 | 1.00
0240 - 0.96 | 1.00
0241 - 1.00 | 1.00
0242 - 0.90 | 0.95
0243 - 0.99 | 1.00
0244 - 0.98 | 1.00
0245 - 0.96 | 1.00
0246 - 0.86 | 0.88
0247 - 0.80 | 0.78
0248 - 0.96 | 1.00
0249 - 0.96 | 0.98
0250 - 0.97 | 1.00
0251 - 0.98 | 0.99
0252 - 0.97 | 0.99
0253 - 0.81 | 0.81
0254 - 0.94 | 0.98
0255 - 0.89 | 0.96
0256 - 0.97 | 0.99
0257 - 0.66 | 0.81
0258 - 0.86 | 0.88
0259 - 0.97 | 1.00
0260 - 0.90 | 1.00
0261 - 0.89 | 1.00
0262 - 0.97 | 0.97
0263 - 0.94 | 0.97
0264 - 0.93 | 1.00
0265 - 0.98 | 0.99
0266 - 0.98 | 1.00
0267 - 0.96 | 1.00
0268 - 0.69 | 0.76
0269 - 0.94 | 0.96
0270 - 0.77 | 0.76
0271 - 0.94 | 0.96
0272 - 0.97 | 1.00
0273 - 0.85 | 0.86
0274 - 0.98 | 0.99
0275 - 0.97 | 1.00
0276 - 0.94 | 0.99
0277 - 0.96 | 0.97
0278 - 0.87 | 0.92
0279 - 0.94 | 1.00
0280 - 0.94 | 0.97
0281 - 0.73 | 0.73
0282 - 0.94 | 0.96
0283 - 0.97 | 1.00
0284 - 0.95 | 0.97
0285 - 0.98 | 1.00
0286 - 0.98 | 0.98
0287 - 0.89 | 1.00
0288 - 0.96 | 0.97
0289 - 0.82 | 0.82
0290 - 0.92 | 0.94
0291 - 0.80 | 0.87
0292 - 0.96 | 0.97
0293 - 0.80 | 0.86
0294 - 0.70 | 0.71
0295 - 0.89 | 1.00
0296 - 0.84 | 0.85
0297 - 0.94 | 0.96
0298 - 0.94 | 1.00
0299 - 0.95 | 0.96
0300 - 0.95 | 0.98
0301 - 0.90 | 0.93
0302 - 0.95 | 1.00
0303 - 0.76 | 0.77
0304 - 0.96 | 0.98
0305 - 0.87 | 0.87
0306 - 0.84 | 0.89
0307 - 0.84 | 0.87
0308 - 0.94 | 1.00
0309 - 0.85 | 1.00
0310 - 0.85 | 1.00
0311 - 0.92 | 0.92
0312 - 0.84 | 1.00
0313 - 0.90 | 1.00
0314 - 0.89 | 0.95
0315 - 0.95 | 1.00
0316 - 0.97 | 0.99
0317 - 0.93 | 1.00
0318 - 0.96 | 0.96
0319 - 0.96 | 1.00
0320 - 0.98 | 1.00
0321 - 0.86 | 0.86
0322 - 0.93 | 0.99
0323 - 0.94 | 1.00
0324 - 0.96 | 0.97
0325 - 1.00 | 1.00
0326 - 0.98 | 0.99
0327 - 0.97 | 0.99
0328 - 0.86 | 0.93
0329 - 0.97 | 0.99
0330 - 0.95 | 0.96
0331 - 0.96 | 0.96
0332 - 0.98 | 0.98
0333 - 0.82 | 0.83
0334 - 0.92 | 0.94
0335 - 0.79 | 0.82
0336 - 0.98 | 1.00
0337 - 0.96 | 0.97
0338 - 0.97 | 1.00
0339 - 0.93 | 0.95
0340 - 0.98 | 1.00
0341 - 0.91 | 0.93
0342 - 0.84 | 0.86
0343 - 0.97 | 1.00
0344 - 0.68 | 0.68
0345 - 0.95 | 0.97
0346 - 0.87 | 1.00
0347 - 0.84 | 0.87
0348 - 0.89 | 0.91
0349 - 0.85 | 0.85
0350 - 0.95 | 0.99
0351 - 0.99 | 1.00
0352 - 0.90 | 1.00
0353 - 0.89 | 0.90
0354 - 0.98 | 1.00
0355 - 0.92 | 0.95
0356 - 0.90 | 0.93
0357 - 0.97 | 0.98
0358 - 0.93 | 0.96
0359 - 0.91 | 1.00
0360 - 0.97 | 0.97
0361 - 0.95 | 0.97
0362 - 0.95 | 0.97
0363 - 0.94 | 0.99
0364 - 0.72 | 0.76
0365 - 0.91 | 0.92
0366 - 0.94 | 0.97
0367 - 0.93 | 1.00
0368 - 0.97 | 0.99
0369 - 0.98 | 1.00
0370 - 0.95 | 1.00
0371 - 0.99 | 1.00
0372 - 0.97 | 0.98
0373 - 0.86 | 0.94
0374 - 0.98 | 1.00
0375 - 0.97 | 1.00
0376 - 0.98 | 0.99
0377 - 0.93 | 0.93
0378 - 0.86 | 0.88
0379 - 0.87 | 1.00
0380 - 0.98 | 1.00
0381 - 0.90 | 0.93
0382 - 0.91 | 0.93
0383 - 0.95 | 0.94
0384 - 0.98 | 0.99
0385 - 0.91 | 0.98
0386 - 0.61 | 0.80
0387 - 0.98 | 1.00
0388 - 0.91 | 0.94
0389 - 0.98 | 0.98
0390 - 0.95 | 0.99
0391 - 0.91 | 1.00
0392 - 0.58 | 0.55
0393 - 0.96 | 1.00
0394 - 0.95 | 1.00
0395 - 0.96 | 1.00
0396 - 0.85 | 0.88
0397 - 0.88 | 0.96
0398 - 0.58 | 0.58
0399 - 0.75 | 0.76
0400 - 0.94 | 1.00
0401 - 0.97 | 1.00
0402 - 0.98 | 0.98
0403 - 0.96 | 0.96
0404 - 0.90 | 0.93
0405 - 0.95 | 0.96
0406 - 0.85 | 0.87
0407 - 0.92 | 0.94
0408 - 0.97 | 0.99
0409 - 0.84 | 0.85
0410 - 0.95 | 0.96
0411 - 0.98 | 1.00
0412 - 0.98 | 1.00
0413 - 0.95 | 1.00
0414 - 0.96 | 0.98
0415 - 0.85 | 0.97
0416 - 0.96 | 0.97
0417 - 0.68 | 0.69
0418 - 0.86 | 0.84
0419 - 0.90 | 0.91
0420 - 0.98 | 0.99
0421 - 1.00 | 1.00
0422 - 0.98 | 1.00
0423 - 0.92 | 1.00
0424 - 0.76 | 0.77
0425 - 0.90 | 0.97
0426 - 0.93 | 0.93
0427 - 0.98 | 1.00
0428 - 0.97 | 1.00
0429 - 0.96 | 1.00
0430 - 0.94 | 0.94
0431 - 0.96 | 0.98
0432 - 0.89 | 0.94
0433 - 0.88 | 0.89
0434 - 0.95 | 0.99
0435 - 0.77 | 0.77
0436 - 0.80 | 0.86
0437 - 0.90 | 0.92
0438 - 0.98 | 0.99
0439 - 0.96 | 0.98
0440 - 0.94 | 0.94
0441 - 0.89 | 0.92
0442 - 0.97 | 0.99
0443 - 0.91 | 1.00
0444 - 0.97 | 0.99
0445 - 0.94 | 0.98
0446 - 0.62 | 0.81
0447 - 0.97 | 0.99
0448 - 0.92 | 0.94
0449 - 0.87 | 0.87
0450 - 0.98 | 1.00
0451 - 0.93 | 1.00
0452 - 0.95 | 1.00
0453 - 0.96 | 0.99
0454 - 0.94 | 0.95
0455 - 0.90 | 0.92
0456 - 0.94 | 0.95
0457 - 0.98 | 0.98
0458 - 0.96 | 0.97
0459 - 0.95 | 1.00
0460 - 0.66 | 0.68
0461 - 0.98 | 1.00
0462 - 0.79 | 0.97
0463 - 0.94 | 0.96
0464 - 0.95 | 1.00
0465 - 0.97 | 1.00
0466 - 0.94 | 0.94
0467 - 0.97 | 0.98
0468 - 0.99 | 1.00
0469 - 0.97 | 1.00
0470 - 0.97 | 1.00
0471 - 0.96 | 1.00
0472 - 0.87 | 0.89
0473 - 0.94 | 0.96
0474 - 0.94 | 0.96
0475 - 0.99 | 1.00
0476 - 0.96 | 0.99
0477 - 0.83 | 0.83
0478 - 0.89 | 0.90
0479 - 0.97 | 1.00
0480 - 0.89 | 0.89
0481 - 0.96 | 1.00
0482 - 0.89 | 0.90
0483 - 0.98 | 0.99
0484 - 0.90 | 0.90
0485 - 0.97 | 0.99
0486 - 0.97 | 1.00
0487 - 0.94 | 0.95
0488 - 0.93 | 1.00
0489 - 0.98 | 1.00
0490 - 0.87 | 0.89
0491 - 0.94 | 0.96
0492 - 0.78 | 0.79
0493 - 0.97 | 1.00
0494 - 0.95 | 1.00
0495 - 0.95 | 0.97
0496 - 0.91 | 0.91
0497 - 0.79 | 0.85
0498 - 0.94 | 0.97
0499 - 0.97 | 0.98
0500 - 0.80 | 0.82
0501 - 0.95 | 0.98
0502 - 0.97 | 1.00
0503 - 0.89 | 0.89
0504 - 0.97 | 0.98
0505 - 0.93 | 1.00
0506 - 0.98 | 1.00
0507 - 0.93 | 0.94
0508 - 0.96 | 1.00
0509 - 0.89 | 0.94
0510 - 0.94 | 1.00
0511 - 0.97 | 1.00
0512 - 0.74 | 0.74
0513 - 0.95 | 0.96
0514 - 0.93 | 0.94
0515 - 0.84 | 0.85
0516 - 0.87 | 0.92
0517 - 0.96 | 0.98
0518 - 0.98 | 1.00
0519 - 0.97 | 0.98
0520 - 0.97 | 1.00
0521 - 0.88 | 0.91
0522 - 0.98 | 0.99
0523 - 0.99 | 1.00
0524 - 0.93 | 0.95
0525 - 0.92 | 1.00
0526 - 0.95 | 0.96
0527 - 0.87 | 0.88
0528 - 0.91 | 1.00
0529 - 0.96 | 0.97
0530 - 0.90 | 1.00
0531 - 0.99 | 0.99
0532 - 0.96 | 1.00
0533 - 0.88 | 0.88
0534 - 0.99 | 0.99
0535 - 0.97 | 0.99
0536 - 0.91 | 0.95
0537 - 0.97 | 0.99
0538 - 0.74 | 0.75
0539 - 0.86 | 0.88
0540 - 0.94 | 1.00
0541 - 0.82 | 0.87
0542 - 0.99 | 1.00
0543 - 0.90 | 0.99
0544 - 0.99 | 1.00
0545 - 0.89 | 0.90
0546 - 0.92 | 0.97
0547 - 0.97 | 1.00
0548 - 0.86 | 0.92
0549 - 0.74 | 0.80
0550 - 0.97 | 1.00
0551 - 0.91 | 1.00
0552 - 0.99 | 1.00
0553 - 0.61 | 0.71
0554 - 0.89 | 1.00
0555 - 0.95 | 1.00
0556 - 0.77 | 0.77
0557 - 0.98 | 1.00
0558 - 0.93 | 0.95
0559 - 0.78 | 0.78
0560 - 0.94 | 1.00
0561 - 0.91 | 0.96
0562 - 0.95 | 0.94
0563 - 0.84 | 0.86
0564 - 0.90 | 0.94
0565 - 0.91 | 0.96
0566 - 0.90 | 0.91
0567 - 0.88 | 0.88
0568 - 0.99 | 1.00
0569 - 0.90 | 0.92
0570 - 0.96 | 1.00
0571 - 0.93 | 0.94
0572 - 0.92 | 1.00
0573 - 0.96 | 0.99
0574 - 0.60 | 0.70
0575 - 0.99 | 1.00
0576 - 0.90 | 0.91
0577 - 0.88 | 0.97
0578 - 0.99 | 1.00
0579 - 0.96 | 0.97
0580 - 0.97 | 1.00
0581 - 0.96 | 0.96
0582 - 0.97 | 1.00
0583 - 0.97 | 0.99
0584 - 0.94 | 0.97
0585 - 0.93 | 0.93
0586 - 0.97 | 1.00
0587 - 0.86 | 0.89
0588 - 0.94 | 0.95
0589 - 0.86 | 0.92
0590 - 0.77 | 0.78
0591 - 0.96 | 0.99
0592 - 0.89 | 0.96
0593 - 0.88 | 0.91
0594 - 0.97 | 0.98
0595 - 0.99 | 1.00
0596 - 0.85 | 0.88
0597 - 0.89 | 1.00
0598 - 0.89 | 0.98
0599 - 0.87 | 0.86
0600 - 0.96 | 1.00
0601 - 0.93 | 0.96
0602 - 0.89 | 0.95
0603 - 0.98 | 1.00
0604 - 0.97 | 0.98
0605 - 0.92 | 0.92
0606 - 0.86 | 0.90
0607 - 0.89 | 0.91
0608 - 0.80 | 0.80
0609 - 0.97 | 0.99
0610 - 0.87 | 0.88
0611 - 0.93 | 0.97
0612 - 0.88 | 1.00
0613 - 0.69 | 0.99
0614 - 0.94 | 0.96
0615 - 0.89 | 0.88
0616 - 0.76 | 0.77
0617 - 0.99 | 0.99
0618 - 0.86 | 0.87
0619 - 0.84 | 0.85
0620 - 0.91 | 0.91
0621 - 0.79 | 0.80
0622 - 0.95 | 0.96
0623 - 0.92 | 1.00
0624 - 0.93 | 0.94
0625 - 0.96 | 1.00
0626 - 0.98 | 0.99
0627 - 0.93 | 0.99
0628 - 0.78 | 0.80
0629 - 0.80 | 0.79
0630 - 0.87 | 0.87
0631 - 0.98 | 1.00
0632 - 0.95 | 1.00
0633 - 0.90 | 0.91
0634 - 0.93 | 0.95
0635 - 0.91 | 0.92
0636 - 0.97 | 1.00
0637 - 0.72 | 0.73
0638 - 0.93 | 1.00
0639 - 0.97 | 1.00
0640 - 0.92 | 0.99
0641 - 0.93 | 0.93
0642 - 0.95 | 0.97
0643 - 0.90 | 0.96
0644 - 0.74 | 0.94
0645 - 0.98 | 1.00
0646 - 0.94 | 0.97
0647 - 0.80 | 0.80
0648 - 0.47 | 0.58
0649 - 0.94 | 0.95
0650 - 0.95 | 1.00
0651 - -0.09 | -0.04
0652 - 0.94 | 0.97
0653 - 0.97 | 1.00
0654 - 0.94 | 1.00
0655 - 0.97 | 1.00
0656 - 0.96 | 1.00
0657 - 0.88 | 0.90
0658 - 0.90 | 1.00
0659 - 0.88 | 0.90
0660 - 0.97 | 0.99
0661 - 0.95 | 1.00
0662 - 0.99 | 1.00
0663 - 0.94 | 0.97
0664 - 0.96 | 1.00
0665 - 0.93 | 0.99
0666 - 0.82 | 0.83
0667 - 0.99 | 1.00
0668 - 0.98 | 1.00
0669 - 0.86 | 0.90
0670 - 0.95 | 0.96
0671 - 0.93 | 1.00
0672 - 0.92 | 0.96
0673 - 0.96 | 0.99
0674 - 0.99 | 1.00
0675 - 0.98 | 0.97
0676 - 0.95 | 1.00
0677 - 0.95 | 0.96
0678 - 0.94 | 0.95
0679 - 0.92 | 0.94
0680 - 0.98 | 1.00
0681 - 0.99 | 1.00
0682 - 0.88 | 0.90
0683 - 0.95 | 0.95
0684 - 0.94 | 0.99
0685 - 0.84 | 0.86
0686 - 0.95 | 0.98
0687 - 0.72 | 0.72
0688 - 0.97 | 1.00
0689 - 0.94 | 0.99
0690 - 0.89 | 0.90
0691 - 0.93 | 0.94
0692 - 0.91 | 0.92
0693 - 0.99 | 1.00
0694 - 0.98 | 1.00
0695 - 0.96 | 1.00
0696 - 0.95 | 0.95
0697 - 0.95 | 0.93
0698 - 0.97 | 1.00
0699 - 0.89 | 0.90
0700 - 0.89 | 0.93
0701 - 0.76 | 0.77
0702 - 0.88 | 0.91
0703 - 0.96 | 0.97
0704 - 0.96 | 0.86
0705 - 0.92 | 0.95
0706 - 0.77 | 0.77
0707 - 0.97 | 0.98
0708 - 0.98 | 0.98
0709 - 0.97 | 0.99
0710 - 0.90 | 0.93
0711 - 0.97 | 0.98
0712 - 0.98 | 0.99
0713 - 0.91 | 0.93
0714 - 0.87 | 0.87
0715 - 0.86 | 0.93
0716 - 0.91 | 0.91
0717 - 0.96 | 0.98
0718 - 0.98 | 1.00
0719 - 0.95 | 0.97
0720 - 0.93 | 0.99
0721 - 0.96 | 0.96
0722 - 0.93 | 0.97
0723 - 0.90 | 0.92
0724 - 0.93 | 0.96
0725 - 0.73 | 0.73
0726 - 0.98 | 1.00
0727 - 0.82 | 0.88
0728 - 0.82 | 0.85
0729 - 0.90 | 0.93
0730 - 0.96 | 0.98
0731 - 0.59 | 0.68
0732 - 0.95 | 0.98
0733 - 0.97 | 0.98
0734 - 0.97 | 0.97
0735 - 0.97 | 1.00
0736 - 0.98 | 0.98
0737 - 0.94 | 0.98
0738 - 0.93 | 0.93
0739 - 0.59 | 0.77
0740 - 0.87 | 0.88
0741 - 0.97 | 1.00
0742 - 0.94 | 0.99
0743 - 0.85 | 0.87
0744 - 0.90 | 0.94
0745 - 0.95 | 0.97
0746 - 0.89 | 0.90
0747 - 0.99 | 1.00
0748 - 0.96 | 0.97
0749 - 0.82 | 0.86
0750 - 0.91 | 0.94
0751 - 0.91 | 0.95
0752 - 0.97 | 0.97
0753 - 0.93 | 0.99
0754 - 0.97 | 0.98
0755 - 0.92 | 0.96
0756 - 0.99 | 1.00
0757 - 0.89 | 0.93
0758 - 0.81 | 0.82
0759 - 0.92 | 0.93
0760 - 0.95 | 0.99
0761 - 0.98 | 0.98
0762 - 0.98 | 0.99
0763 - 0.94 | 0.95
0764 - 0.98 | 1.00
0765 - 0.84 | 0.94
0766 - 0.98 | 1.00
0767 - 0.97 | 1.00
0768 - 0.85 | 0.89
0769 - 0.97 | 1.00
0770 - 0.92 | 0.93
0771 - 0.91 | 0.94
0772 - 0.85 | 0.87
0773 - 0.98 | 1.00
0774 - 0.84 | 0.86
0775 - 0.97 | 0.99
0776 - 0.87 | 0.91
0777 - 0.95 | 0.97
0778 - 0.97 | 1.00
0779 - 0.94 | 1.00
0780 - 0.94 | 0.94
0781 - 0.97 | 1.00
0782 - 0.97 | 1.00
0783 - 0.90 | 0.90
0784 - 0.75 | 0.76
0785 - 0.93 | 1.00
0786 - 0.91 | 0.99
0787 - 0.95 | 1.00
0788 - 0.90 | 1.00
0789 - 0.97 | 1.00
0790 - 0.97 | 1.00
0791 - 0.97 | 1.00
0792 - 0.89 | 0.90
0793 - 0.77 | 1.00
0794 - 0.92 | 0.95
0795 - 0.95 | 0.96
0796 - 0.80 | 0.81
0797 - 0.89 | 0.93
0798 - 0.89 | 0.89
0799 - 0.94 | 0.99
0800 - 0.89 | 0.99
0801 - 0.96 | 1.00
0802 - 0.82 | 0.95
0803 - 0.93 | 0.98
0804 - 0.98 | 1.00
0805 - 0.70 | 0.71
0806 - 0.97 | 0.97
0807 - 0.90 | 0.92
0808 - 0.76 | 0.82
0809 - 0.90 | 0.90
0810 - 0.98 | 1.00
0811 - 0.92 | 0.92
0812 - 0.96 | 1.00
0813 - 0.99 | 1.00
0814 - 0.99 | 1.00
0815 - 0.98 | 1.00
0816 - 0.93 | 1.00
0817 - 0.71 | 0.92
0818 - 0.87 | 0.89
0819 - 0.86 | 0.90
0820 - 0.96 | 1.00
0821 - 0.94 | 1.00
0822 - 0.94 | 0.99
0823 - 0.97 | 1.00
0824 - 0.94 | 0.99
0825 - 0.98 | 1.00
0826 - 0.99 | 1.00
0827 - 0.98 | 1.00
0828 - 0.93 | 0.94
0829 - 0.95 | 0.95
0830 - 0.88 | 0.90
0831 - 0.95 | 0.97
0832 - 0.77 | 0.76
0833 - 0.99 | 1.00
0834 - 0.88 | 0.88
0835 - 0.99 | 1.00
0836 - 0.98 | 0.99
0837 - 0.92 | 0.92
0838 - 0.93 | 0.95
0839 - 0.80 | 0.79
0840 - 0.76 | 0.84
0841 - 0.76 | 0.78
0842 - 0.97 | 0.99
0843 - 0.87 | 0.86
0844 - 0.89 | 0.94
0845 - 0.97 | 1.00
0846 - 0.77 | 0.81
0847 - 0.97 | 1.00
0848 - 0.84 | 0.91
0849 - 0.84 | 0.82
0850 - 0.98 | 1.00
0851 - 0.87 | 0.99
0852 - 0.91 | 0.92
0853 - 0.77 | 0.81
0854 - 0.77 | 1.00
0855 - 1.00 | 1.00
0856 - 0.94 | 1.00
0857 - 0.96 | 0.96
0858 - 0.79 | 0.81
0859 - 0.97 | 1.00
0860 - 0.95 | 0.96
0861 - 0.93 | 1.00
0862 - 0.83 | 1.00
0863 - 0.99 | 1.00
0864 - 0.80 | 0.81
0865 - 0.94 | 0.96
0866 - 0.93 | 0.98
0867 - 0.97 | 1.00
0868 - 0.96 | 1.00
0869 - 0.91 | 0.93
0870 - 0.98 | 1.00
0871 - 0.98 | 1.00
0872 - 0.99 | 1.00
0873 - 0.92 | 0.93
0874 - 0.96 | 0.97
0875 - 0.88 | 0.89
0876 - 0.91 | 0.93
0877 - 0.95 | 1.00
0878 - 0.97 | 0.98
0879 - 0.95 | 0.96
0880 - 0.99 | 1.00
0881 - 0.89 | 0.92
0882 - 0.98 | 0.99
0883 - 0.99 | 1.00
0884 - 0.90 | 0.93
0885 - 0.92 | 0.95
0886 - 0.94 | 0.95
0887 - 0.88 | 0.92
0888 - 0.84 | 0.93
0889 - 0.86 | 0.86
0890 - 1.00 | 1.00
0891 - 0.95 | 0.96
0892 - 0.98 | 0.98
0893 - 0.97 | 0.97
0894 - 0.94 | 0.99
0895 - 0.93 | 0.92
0896 - 0.98 | 1.00
0897 - 0.96 | 0.97
0898 - 0.74 | 0.78
0899 - 0.97 | 0.98
0900 - 0.98 | 1.00
0901 - 0.81 | 0.82
0902 - 0.94 | 1.00
0903 - 0.91 | 0.92
0904 - 0.93 | 0.98
0905 - 0.89 | 0.92
0906 - 0.98 | 1.00
0907 - 0.98 | 1.00
0908 - 0.90 | 1.00
0909 - 0.92 | 0.93
0910 - 0.93 | 1.00
0911 - 0.83 | 0.84
0912 - 0.94 | 1.00
0913 - 0.89 | 0.89
0914 - 0.95 | 1.00
0915 - 0.93 | 0.97
0916 - 0.98 | 0.99
0917 - 0.87 | 1.00
0918 - 0.94 | 0.96
0919 - 0.97 | 1.00
0920 - 0.65 | 0.87
0921 - 0.90 | 1.00
0922 - 0.95 | 0.96
0923 - 0.98 | 1.00
0924 - 0.23 | 0.27
0925 - 0.89 | 0.90
0926 - 0.96 | 1.00
0927 - 0.97 | 1.00
